rank,brand,brand_ar,name_en,name_ar,rating,longevity,projection,year,price_ref,keyword_ar,keyword_en
2944,BVLGARI,بولغاري,Pour Homme Soir,سوار بور اوم الرجالي,3.4,3.2,3,2006,200,عطر سوار بور اوم الرجالي,Pour Homme Soir
2945,BYREDO,بيريدو,Mojave Ghost Hair,بيردو بلانش للشعر,4.1,2.8,2,2016,370,عطر بيردو بلانش للشعر,Mojave Ghost Hair
2946,Burberry,بربري,Summer,سمر النسائي,3.6,3,2.8,2012,150,عطر سمر النسائي,Summer
2947,Dolce Gabbana,دولتشي غابانا,& The One Desire,ذا ون ديزاير الاسود,3.3,3.2,3.2,2013,220,عطر ذا ون ديزاير الاسود,& The One Desire
2948,Etat,ايتات ليبر دي اورانج,Libre D'orange Dangerous Complicity,ايتا ليبري دانجيريس كومبليسيتي,3.85,2.8,2.5,2012,370,عطر ايتا ليبري دانجيريس كومبليسيتي,Libre D'orange Dangerous Complicity
2949,Hugo Boss,هوغو بوس,Femme,فيمي,3.5,3.1,2.9,2014,200,عطر فيمي,Femme
2950,Hugo Boss,هوغو بوس,Ma Vie Pour Femme,ما في بيور فيم,3.5,3.1,2.9,2014,225,عطر ما في بيور فيم,Ma Vie Pour Femme
2951,Paco Rabanne,باكو رابان,Phantom,فانتوم,3.55,3.2,2.7,2021,440,عطر فانتوم,Phantom
2952,Stella Mccartney,ستيلا مكارنتي,Pop,مكارتني بوب,3.4,3.2,3,2016,330,عطر مكارتني بوب,Pop
2953,Versace,فرزاتشي,Vanitas,فانيتاس,3.5,3,3,2010,160,عطر فانيتاس,Vanitas
2954,Chopard,شوبارد,Happy Felicia Roses,هابي فيليسيا روزيس,3.8,2.8,2.6,2018,200,عطر هابي فيليسيا روزيس,Happy Felicia Roses
2955,Diptyque,ديبتيك,L'Eau de Neroli,لو نيرولي,3.99,2.6,2.4,2008,600,عطر لو نيرولي,L'Eau de Neroli
2956,El Ganso,الجنسو,El Ciao Bella,تشاو بيلا,3.79,3,2.4,2022,230,عطر تشاو بيلا,El Ciao Bella
2957,Etat,ايتات ليبر دي اورانج,Remarkable People Libre d'Orange,ايتا ليبري ريماركابل بيبول,3.89,2.8,2.4,2015,350,عطر ايتا ليبري ريماركابل بيبول,Remarkable People Libre d'Orange
2958,Guess,قيس,Seductive Homme,جس سيدكتف,3.94,2.7,2.4,2011,175,عطر جس سيدكتف,Seductive Homme
2959,Imaginaires,ليكويد اماجينيرز,Liquides Bloody Woods,بلودي وود,3.89,2.7,2.5,2013,550,عطر بلودي وود,Liquides Bloody Woods
2960,Juliette HAG,جولييت,Lust for Sun Has A Gun,هاز اجن لست فور صن,3.64,3.1,2.6,2023,320,عطر هاز اجن لست فور صن,Lust for Sun Has A Gun
2961,Maison Crivelli,مايزون كريفيلي,Laberg,لي سولابيرج,3.74,3.1,2.4,2021,750,عطر لي سولابيرج,Laberg
2962,Ralph Lauren,رالف لورين,Polo Red,بولو ريد,3.89,2.8,2.4,2013,310,عطر بولو ريد,Polo Red
2963,Trussardi,تروساردي,Delicate Rose,ديلكيت روز,3.84,2.8,2.5,2012,235,عطر ديلكيت روز,Delicate Rose
2964,Maison Crivelli,مايزون كريفيلي,Rose SaltifOlia,روز سالتيفوليا,3.88,2.9,2.3,2018,1000,عطر روز سالتيفوليا,Rose SaltifOlia
2965,Marc Jacobs,مارك جاكوبس,Daisy Eau So Fresh,دايزي سو فريش,4.03,2.6,2.3,2011,420,عطر دايزي سو فريش,Daisy Eau So Fresh
2966,Nicolai,نيكولاي,Pavlova Parfumeur Createur,بافلوفا انتنس,3.68,3.1,2.5,2024,16,عطر بافلوفا انتنس,Pavlova Parfumeur Createur
2967,Vilhelm,فيلهلم,Stockholm 1978 Parfumerie,ستوكهولم,3.58,3.1,2.7,2015,175,عطر ستوكهولم,Stockholm 1978 Parfumerie
2968,Floris,فلوريس,Soulle Ambar,سول عنبر,3.83,2.7,2.6,2013,400,عطر سول عنبر,Soulle Ambar
2969,Juliette HAG,جولييت,Ex Vetiver Has A Gun,هاز اجن اكس فيتفير,3.72,3,2.5,2024,320,عطر هاز اجن اكس فيتفير,Ex Vetiver Has A Gun
2970,Dior,كريستيان ديور,Eden-Roc,ايدن روك,3.77,3,2.4,2021,950,عطر ايدن روك,Eden-Roc
2971,Guerlain,غيرلان,Aqua Allegoria Limon Verde,اكوا أليغوريا ليمون فيردي,3.92,2.6,2.5,2014,360,عطر اكوا أليغوريا ليمون فيردي,Aqua Allegoria Limon Verde
2972,Essential,ايسينشيال بيرفيوم,Rose Magnetic Parfums,روز ماجنتيك,3.81,2.9,2.4,2018,400,عطر روز ماجنتيك,Rose Magnetic Parfums
2973,Etat,ايتات ليبر دي اورانج,Suede Libre d'Orange,ايتا ليبري كلين سويد,3.76,3,2.4,2023,15,عطر ايتا ليبري كلين سويد,Suede Libre d'Orange
2974,Olfattivo,لابوراتوريو,Esvedra Laboratorio,اسفیدرا,3.76,2.7,2.7,2011,485,عطر اسفیدرا,Esvedra Laboratorio
2975,Davidoff,دافيدوف,Horizon,هورايزون الرجالي,3.4,3.1,3,2016,210,عطر هورايزون الرجالي,Horizon
2976,Essential,ايسينشيال بيرفيوم,Velvet Iris Parfums,فيلفيت ايريس من اسنشيال,3.6,3.2,2.5,2025,330,عطر فيلفيت ايريس من اسنشيال,Velvet Iris Parfums
2977,Guerlain,غيرلان,Nerolia Vetiver,نيروليا فيتيفر,3.8,2.9,2.4,2022,370,عطر نيروليا فيتيفر,Nerolia Vetiver
2978,Hugo Boss,هوغو بوس,Energise,انرجيس الرجالي,3.4,3.1,3,2005,230,عطر انرجيس الرجالي,Energise
2979,Hugo Boss,هوغو بوس,The Scent,ذا سنت النسائي,3.4,3.1,3,2015,220,عطر ذا سنت النسائي,The Scent
2980,Michael Kors,مايكل كورس,White Luminous Gold,وايت لومينوس جولد,3,3.5,3.4,2015,285,عطر وايت لومينوس جولد,White Luminous Gold
2981,BYREDO,بيريدو,Sunday,صانداي,3.8,2.8,2.5,2011,16,عطر صانداي,Sunday
2982,Chanel,شانيل,GABRIELLE L'EAU,غابرييل ليو,3.9,2.8,2.3,2024,560,عطر غابرييل ليو,GABRIELLE L'EAU
2983,Demeter,ديمتير,FRANKINCENSE Fragrance,ديميتر فرانكنسنس,3.85,2.5,2.7,2015,60,عطر ديميتر فرانكنسنس,FRANKINCENSE Fragrance
2984,Dolce Gabbana,دولتشي غابانا,& Rosa Excelsa,دولسي وردة روزا اكسلسا,3.55,3,2.8,2016,340,عطر دولسي وردة روزا اكسلسا,& Rosa Excelsa
2985,Essential,ايسينشيال بيرفيوم,The Musc Parfums,ذا مسك,3.75,3.1,2.3,2018,400,عطر ذا مسك,The Musc Parfums
2986,Floris,فلوريس,Mulberry Fig,ميليبيري فج,3.85,2.9,2.3,2022,750,عطر ميليبيري فج,Mulberry Fig
2987,Guerlain,غيرلان,orites Le Parfum,ميتيريتس لي,3.55,3,2.8,2018,250,عطر ميتيريتس لي,orites Le Parfum
2988,Nautica,نوتيكا,Voyage,فوياج,3.9,2.8,2.3,2006,160,عطر فوياج,Voyage
2989,Yves Saint Laur,ايف سان لوران,LAURENT Libre Hair,ليبر للشعر,4.05,2.6,2.2,2021,260,عطر ليبر للشعر,LAURENT Libre Hair
2990,Juliette HAG,جولييت,Has A Gun,هاز اجن للنساء،,3.64,3.1,2.5,2019,390,عطر هاز اجن للنساء،,Has A Gun
2991,Juliette HAG,جولييت,Vanilla Vibes Has A Gun,هاز اجن فانيلا فايبس,3.64,3.1,2.5,2019,320,عطر هاز اجن فانيلا فايبس,Vanilla Vibes Has A Gun
2992,Parfums de Marly,مارلي,Darcy,دارسي النسائي,3.39,3.2,2.9,2014,500,عطر دارسي النسائي,Darcy
2993,Provenzano,بروفينزانو,Oud Signature Christian Parfums,كريستيان بروفنزانو عود سيجنيتشر,3.29,3.5,2.8,2018,16,عطر كريستيان بروفنزانو عود سيجنيتشر,Oud Signature Christian Parfums
2994,ATELIER DES ORS,اتيليه دي اورس,Blue Madeleine,ديس بلو مادلين,3.83,3,2.2,2024,240,عطر ديس بلو مادلين,Blue Madeleine
2995,BVLGARI,بولغاري,Petits et Mamans,بيتيت أيه مامان أطفال,3.98,2.6,2.3,1997,290,عطر بيتيت أيه مامان أطفال,Petits et Mamans
2996,Carolina Herra,كارولينا هيريرا,Herrera Hair 212,في آي بي روز للشعر,3.83,2.7,2.5,2021,225,عطر في آي بي روز للشعر,Herrera Hair 212
2997,CnR Create,سي ان ار كريات,Aquarius,اكواريوس الرجالي,3.28,3.2,3.1,2008,425,عطر اكواريوس الرجالي,Aquarius
2998,Demeter,ديمتير,Myrrh Fragrance,ديميتر المر,3.88,2.6,2.5,2015,60,عطر ديميتر المر,Myrrh Fragrance
2999,Demeter,ديمتير,THIS IS NOT A PIPE Fragrance,ديميتر إنه ليس غليوناً,3.78,2.7,2.6,,60,عطر ديميتر إنه ليس غليوناً,THIS IS NOT A PIPE Fragrance
3000,Etat,ايتات ليبر دي اورانج,Jasmin et Cigarette Libre d'Orange,ايتا ليبري جاسمين ات سيجاريت,3.73,2.9,2.5,2006,550,عطر ايتا ليبري جاسمين ات سيجاريت,Jasmin et Cigarette Libre d'Orange
3001,Juliette HAG,جولييت,Sunny Side Up Has A Gun,هاز اجن صني سايد اب,3.68,3,2.5,2017,320,عطر هاز اجن صني سايد اب,Sunny Side Up Has A Gun
3002,NarcisoRodriguez,نرسيسو رودريغز,All Of Me Intense Narciso Rodriguez,نارسيسو ال اوف مى اودى بيرفيوم انتنس,3.63,3.1,2.5,2024,360,عطر نارسيسو ال اوف مى اودى بيرفيوم انتنس,All Of Me Intense Narciso Rodriguez
3003,Viktor Rolf,فيكتور اند رولف,Good Fortune,قود فورتشن من,3.53,3.1,2.7,2022,510,عطر قود فورتشن من,Good Fortune
3004,Etro,ايترو,Musk,مسك,3.87,2.7,2.4,2004,430,عطر مسك,Musk
3005,Etat,ايتات ليبر دي اورانج,Libre d'Orange,ايتا ليبري كولجين,3.82,2.7,2.5,2014,490,عطر ايتا ليبري كولجين,Libre d'Orange
3006,Guerlain,غيرلان,Aqua Allegoria Bergamote Calabria,أكوا أليغوريا برغموت كالابريا,4.02,2.5,2.3,2017,360,عطر أكوا أليغوريا برغموت كالابريا,Aqua Allegoria Bergamote Calabria
3007,Mont Blanc,مونت بلانك,Legend Red,ليجند ريد,3.77,2.9,2.4,2022,250,عطر ليجند ريد,Legend Red
3008,Organ Tale,اورجان تيل,Fleur de Bonbon,فلور بونبون,3.72,2.9,2.5,2024,521,عطر فلور بونبون,Fleur de Bonbon
3009,Vilhelm,فيلهلم,opus KoRE Parfumerie,اوبوس كور,3.67,2.9,2.6,2015,175,عطر اوبوس كور,opus KoRE Parfumerie
3010,Demeter,ديمتير,Brume du Matin Parfum,فريقرانس بويس بروم متين,3.86,2.7,2.4,2016,340,عطر فريقرانس بويس بروم متين,Brume du Matin Parfum
3011,Du Bois,دو بوا,Brume du Matin Parfum,فراغرنس بروم متين,3.86,2.7,2.4,2016,19,عطر فراغرنس بروم متين,Brume du Matin Parfum
3012,Du Bois,دو بوا,Minuit et Demi Fragrance,فراغرنس مينوت ات ديمي,3.91,2.9,2.1,2020,1300,عطر فراغرنس مينوت ات ديمي,Minuit et Demi Fragrance
3013,Min New York,مين نيويورك,Hall of Fame,هول اوف فيم,3.11,3.6,3,2022,650,عطر هول اوف فيم,Hall of Fame
3014,Nasomatto,ناسوماتو,Sadonaso,سادوناسو من,3.01,3.8,3,2023,470,عطر سادوناسو من,Sadonaso
3015,Vilhelm,فيلهلم,Purple Fig Parfumerie,بيربيل فيج,3.56,3,2.7,2016,175,عطر بيربيل فيج,Purple Fig Parfumerie
3016,LAURA MERCIER,لورا مارسيه,Ambre Vanille,امبري فانيليا,4.01,2.7,2.1,2022,275,عطر امبري فانيليا,Ambre Vanille
3017,BYREDO,بيريدو,Blanche,بلانش,3.7,2.9,2.5,2009,850,عطر بلانش,Blanche
3018,Burberry,بربري,Brit Rhythm Floral,بريت ريثم فلورال النسائي,3.3,3.2,3,2015,210,عطر بريت ريثم فلورال النسائي,Brit Rhythm Floral
3019,Etat,ايتات ليبر دي اورانج,Don't Get Me Wrong Baby Libre d'Orange,ايتا ليبري يس ديو دونت جيت مي,3.65,2.6,2.9,2007,490,عطر ايتا ليبري يس ديو دونت جيت مي,Don't Get Me Wrong Baby Libre d'Orange
3020,Mont Blanc,مونت بلانك,Montblanc Exceptionnel,اكسبشنال البرتقالي,3.6,3,2.6,2008,190,عطر اكسبشنال البرتقالي,Montblanc Exceptionnel
3021,Calvin Klein,كالفن كلاين,Women,كالفين ومن,3.54,3,2.7,2018,270,عطر كالفين ومن,Women
3022,Essential,ايسينشيال بيرفيوم,Nice Bergamote Parfums,نايس برغموت,3.99,2.6,2.2,2018,12,عطر نايس برغموت,Nice Bergamote Parfums
3023,Tiffany,تيفاني,& Co,آند كو,3.64,2.9,2.6,2017,460,عطر آند كو,& Co
3024,Alghabra,الغبرا,Kaliningrad Mystery Parfums,كالينينجراد ميستري,3.33,3.2,2.9,2022,650,عطر كالينينجراد ميستري,Kaliningrad Mystery Parfums
3025,Armand Basi,ارماند باسي,In Red,الابيض ان رد,3.73,2.8,2.5,2003,130,عطر الابيض ان رد,In Red
3026,Cartier,كارتير,Pasha Noire Absolu Parfum,باشا نوار ابسولو,3.18,3.5,2.9,2023,475,عطر باشا نوار ابسولو,Pasha Noire Absolu Parfum
3027,Tom Daxon,توم داكسون,Vachetta,فاشيتا,3.98,2.4,2.4,2013,500,عطر فاشيتا,Vachetta
3028,Lalique,لاليك,Azalee,ازالي,3.47,3.1,2.7,2014,210,عطر ازالي,Azalee
3029,Etat,ايتات ليبر دي اورانج,Sous Le Pont Mirabeau Libre d'Orang,ايتا ليبري سو لو بون ميرابو,3.67,3,2.4,2023,390,عطر ايتا ليبري سو لو بون ميرابو,Sous Le Pont Mirabeau Libre d'Orang
3030,Etat,ايتات ليبر دي اورانج,Sous Le Pont Mirabeau Libre d'Orange,ايتا ليبري سو لو بون ميرابو,3.67,3,2.4,2023,150,عطر ايتا ليبري سو لو بون ميرابو,Sous Le Pont Mirabeau Libre d'Orange
3031,Gucci,قوتشي,Guilty Elixir de Parfum pour Homme,غيلتي بور اوم الكسير,3.72,2.9,2.4,2011,20,عطر غيلتي بور اوم الكسير,Guilty Elixir de Parfum pour Homme
3032,Gucci,قوتشي,Guilty Pour Homme Parfum,غليتي بور هوم,3.72,2.9,2.4,2011,450,عطر غليتي بور هوم,Guilty Pour Homme Parfum
3033,Jo Malone,جو مالون,English Pear & Freesia Jo London,انجليش بير أند فريسيا,3.82,2.7,2.4,2010,560,عطر انجليش بير أند فريسيا,English Pear & Freesia Jo London
3034,Mercedes Benz,مرسيدس بنز,- Sea -,سي,3.52,3.2,2.5,2023,240,عطر سي,- Sea -
3035,Mont Blanc,مونت بلانك,Explorer Ultra Blue Montblanc,اكسبلورر ألترا بلو من,3.67,3,2.4,2021,290,عطر اكسبلورر ألترا بلو من,Explorer Ultra Blue Montblanc
3036,BYREDO,بيريدو,Super Cedar,سوبر سيدار,3.77,2.9,2.3,2016,750,عطر سوبر سيدار,Super Cedar
3037,Boadicea,بوديسيا ذا فيكتوريوس,Opal THE VICTORIOUS and men,اوبال,3.42,3.1,2.8,2025,2350,عطر اوبال,Opal THE VICTORIOUS and men
3038,Diptyque,ديبتيك,Florabellio,فلورا بيلو,3.46,2.9,2.9,2015,600,عطر فلورا بيلو,Florabellio
3039,Jeroboam,جيروبوم,Floro,جيروبام فلورو,3.61,3.1,2.4,2021,380,عطر جيروبام فلورو,Floro
3040,Guess,قيس,Seductive,جس سيدكتف,3.76,2.7,2.5,2010,175,عطر جس سيدكتف,Seductive
3041,Mercedes Benz,مرسيدس بنز,- Air -,اير,3.51,3,2.7,2023,240,عطر اير,- Air -
3042,Demeter,ديمتير,Cardamom Fragrance,ديميتر كاردموم,4.15,2.3,2.1,2015,60,عطر ديميتر كاردموم,Cardamom Fragrance
3043,TOM FORD,توم فورد,Electric Cherry,الكتريك تشيري,3.7,2.9,2.4,2023,750,عطر الكتريك تشيري,Electric Cherry
3044,BVLGARI,بولغاري,Au The Rouge,ذا روج كوليجن,3.55,3,2.6,2005,260,عطر ذا روج كوليجن,Au The Rouge
3045,BVLGARI,بولغاري,Omnia Pink Sapphire,اومنيا بينك سافير,3.25,3.2,3,2018,190,عطر اومنيا بينك سافير,Omnia Pink Sapphire
3046,Cartier,كارتير,Lune,لون,3.5,3.2,2.5,2011,250,عطر لون,Lune
3047,Hugo Boss,هوغو بوس,Woman,وومن,3.25,3.2,3,1997,150,عطر وومن,Woman
3048,Hugo Boss,هوغو بوس,Woman Extreme,وومن اكستريم النسائي,3.25,3.2,3,2016,230,عطر وومن اكستريم النسائي,Woman Extreme
3049,Lalique,لاليك,Fleur de Cristal,فلور كريستال,3.25,3.2,3,2010,220,عطر فلور كريستال,Fleur de Cristal
3050,Lalique,لاليك,Nilang,نيلانج,3.05,3.4,3.2,2011,150,عطر نيلانج,Nilang
3051,Ralph Lauren,رالف لورين,Polo Black,بولو بلاك,3.35,3,3,2005,310,عطر بولو بلاك,Polo Black
3052,Emanuel Ungaro,انغارو,Lll,,3.49,3.2,2.5,2025,175,,Lll
3053,Gucci,قوتشي,Flora Gorgeous,فلورا جورجوس ماغنوليا,3.94,2.6,2.2,2021,470,عطر فلورا جورجوس ماغنوليا,Flora Gorgeous
3054,Gucci,قوتشي,Flora Gorgeous Gardenia,فلورا جورجيوس جاردينيا,3.94,2.6,2.2,2021,400,عطر فلورا جورجيوس جاردينيا,Flora Gorgeous Gardenia
3055,Gucci,قوتشي,Flora Gorgeous Gardenia Gucc,فلورا جورجيوس جاردينيا النسائي,3.94,2.6,2.2,2021,12,عطر فلورا جورجيوس جاردينيا النسائي,Flora Gorgeous Gardenia Gucc
3056,Guerlain,غيرلان,Habit Rouge L'Instinct,هابيت روج لانستان انتنس,3.44,3.2,2.6,2022,280,عطر هابيت روج لانستان انتنس,Habit Rouge L'Instinct
3057,Jimmy Choo,جيمي شوو,Urban Hero Gold Edition,اوربان هيرو قولد ايديشن,3.69,2.9,2.4,2021,330,عطر اوربان هيرو قولد ايديشن,Urban Hero Gold Edition
3058,Tom Daxon,توم داكسون,Laconia by,لاكونيا,4.04,2.3,2.3,2018,500,عطر لاكونيا,Laconia by
3059,BVLGARI,بولغاري,au The Vert Eau Parfume,ذا فيرت,4.03,2.4,2.2,1992,370,عطر ذا فيرت,au The Vert Eau Parfume
3060,BYREDO,بيريدو,Gypsy Water,جيبسي ووتر,3.98,2.6,2.1,2008,820,عطر جيبسي ووتر,Gypsy Water
3061,Escada,اسكادا,ESPECIALLY,سبيشال من,3.77,2.7,2.4,2011,260,عطر سبيشال من,ESPECIALLY
3062,Jo Malone,جو مالون,Wood Sage & Sea Salt Jo London,وود ساج آند سي سولت,4.22,2.3,1.9,2014,660,عطر وود ساج آند سي سولت,Wood Sage & Sea Salt Jo London
3063,Demeter,ديمتير,baby powder Fragrance,ديميتر بيبي بودر,3.91,2.4,2.4,,60,عطر ديميتر بيبي بودر,baby powder Fragrance
3064,Clinique,كلينيك,Happy,هابي,3.56,2.9,2.6,1998,7,عطر هابي,Happy
3065,Etat,ايتات ليبر دي اورانج,Chet,ايتا ليبري أي آم تراش,3.76,2.7,2.4,2018,500,عطر ايتا ليبري أي آم تراش,Chet
3066,jar,رامون بيجار,Holy Oud Ramon Bejar,هولي عود,3.76,2.7,2.4,2023,2000,عطر هولي عود,Holy Oud Ramon Bejar
3067,jar,رامون بيجار,Oud Ramon Bejar,هولي عود,3.76,2.7,2.4,2023,30,عطر هولي عود,Oud Ramon Bejar
3068,Amado,امادو,Desirable,ديسيرابل من أمادو,3.25,3.3,2.8,2020,17,عطر ديسيرابل من أمادو,Desirable
3069,Givenchy,جيفنشي,Dahlia Divin Eau Initiale,داليا ديفين ايو انيشيال,3.2,3.2,3,2018,350,عطر داليا ديفين ايو انيشيال,Dahlia Divin Eau Initiale
3070,Prada,برادا,Luna Rossa Eau Sport,لونا روسا سبورت,3.5,2.8,2.8,2016,250,عطر لونا روسا سبورت,Luna Rossa Eau Sport
3071,Prada,برادا,Luna Rossa Sport,لونا روسا سبورت,3.5,2.8,2.8,2016,450,عطر لونا روسا سبورت,Luna Rossa Sport
3072,Gucci,قوتشي,Flora By Eau Fraiche,فلورا فريش النسائي,3.35,3,2.9,2011,210,عطر فلورا فريش النسائي,Flora By Eau Fraiche
3073,Gucci,قوتشي,Guilty Black,غيلتي بلاك النسائي,3.35,3,2.9,2013,380,عطر غيلتي بلاك النسائي,Guilty Black
3074,Prada,برادا,Candy Florale,كاندي فلورال,3.3,3.1,2.9,2014,340,عطر كاندي فلورال,Candy Florale
3075,Atelier Cologne,اتيليه كولون,Pomelo Paradis,أتيليه بوميلو بارادايس,4.05,2.3,2.2,2015,450,عطر أتيليه بوميلو بارادايس,Pomelo Paradis
3076,BDK Parfums,بي دي كي,Bouquet de Hongrie,بوكيه هونجري من,3.79,2.6,2.4,2016,500,عطر بوكيه هونجري من,Bouquet de Hongrie
3077,Bon Parfumeur,بون بارفيومور,Bergamote,بارفومير,3.89,2.7,2.1,2017,450,عطر بارفومير,Bergamote
3078,Ferrari,فيراري,Scuderia Racing Red,سكوديريا ريد,3.59,2.8,2.6,2013,175,عطر سكوديريا ريد,Scuderia Racing Red
3079,Essential,ايسينشيال بيرفيوم,Orange X Santal Parfums,أورانج سانتال,3.79,2.8,2.2,2018,280,عطر أورانج سانتال,Orange X Santal Parfums
3080,Tous,توس,Baby,بيبي خالي من الكحول,4.04,2.3,2.2,2007,185,عطر بيبي خالي من الكحول,Baby
3081,Tous,توس,Baby Pink Friends,بيبي بينك فريندس للاطفال,4.04,2.3,2.2,2007,200,عطر بيبي بينك فريندس للاطفال,Baby Pink Friends
3082,Guerlain,غيرلان,Aqua Allegoria Rosa Rossa,روزا روسا,3.88,2.4,2.4,2018,370,عطر روزا روسا,Aqua Allegoria Rosa Rossa
3083,Juliette HAG,جولييت,Musc Invisible Has A Gun,هاز اجن مسك انفيزابل,3.83,2.8,2.1,2020,480,عطر هاز اجن مسك انفيزابل,Musc Invisible Has A Gun
3084,MEMO PARIS,ميمو باريس,Corfu,كورفو,3.68,2.9,2.3,2021,550,عطر كورفو,Corfu
3085,Akro,اكرو,Malt by,مالت من أكرو,3.07,3.5,2.9,2018,385,عطر مالت من أكرو,Malt by
3086,Justin Bieber,جاستن بيبر,Someday,صام داي,3.62,2.7,2.6,2011,280,عطر صام داي,Someday
3087,Dior,كريستيان ديور,New Look 1947,نيو لوك من,3.22,3.3,2.8,2024,15,عطر نيو لوك من,New Look 1947
3088,Maison,مايسون فرانسيس كركدجيان,Lazy Sunday Morning Martin Margiela,ميزون مارجيلا ريبليكا ليزي صنداي مورنينج,3.82,2.8,2.1,2013,200,عطر ميزون مارجيلا ريبليكا ليزي صنداي مورنينج,Lazy Sunday Morning Martin Margiela
3089,Maison,مايسون فرانسيس كركدجيان,Lazy Sunday Morning Martin Margiela Lazy Sunday Morning Martin Margiela,ميزون مارجيلا ريبليكا ليزي صنداي مورنينج,3.82,2.8,2.1,2013,14,عطر ميزون مارجيلا ريبليكا ليزي صنداي مورنينج,Lazy Sunday Morning Martin Margiela Lazy Sunday Morning Martin Margiela
3090,Mercedes Benz,مرسيدس بنز,- Land -,لاند,3.52,3,2.5,2023,240,عطر لاند,- Land -
3091,Jo Malone,جو مالون,Jo lime basil & mandarin,ليم باسيل أند ماندرين,3.66,2.8,2.4,1999,650,عطر ليم باسيل أند ماندرين,Jo lime basil & mandarin
3092,CnR Create,سي ان ار كريات,Leo,ليو الرجالي,3.46,2.9,2.7,2008,425,عطر ليو الرجالي,Leo
3093,El Ganso,الجنسو,El Like Son,لايك فاذر سون,3.96,2.5,2.1,2023,220,عطر لايك فاذر سون,El Like Son
3094,Amado,امادو,Vogue,فوج,3,4,2.5,2023,15,عطر فوج,Vogue
3095,Davidoff,دافيدوف,Champion,شامبيون,3.5,2.9,2.6,2010,160,عطر شامبيون,Champion
3096,Gucci,قوتشي,By,باي النسائي البني,3.45,2.8,2.8,2008,350,عطر باي النسائي البني,By
3097,John Varvatos,جون فارفاتوس,Artisan,فرفتوس أرتيسان,3.95,2.4,2.2,2009,295,عطر فرفتوس أرتيسان,Artisan
3098,Maison Crivelli,مايزون كريفيلي,Fleur Diamantine,فلور ديمانتين,3.55,2.9,2.5,2018,1000,عطر فلور ديمانتين,Fleur Diamantine
3099,inme In,انمي ان,In luck,لوك للسيدات,3.25,3.5,2.5,2023,220,عطر لوك للسيدات,In luck
3100,BDK Parfums,بي دي كي,Sel d'Argent,ارجينت,3.44,3.1,2.5,2020,665,عطر ارجينت,Sel d'Argent
3101,Demeter,ديمتير,PATCHOULI Fragrance,ديميتر باتشولي,3.69,2.7,2.4,,11,عطر ديميتر باتشولي,PATCHOULI Fragrance
3102,Maison Crivelli,مايزون كريفيلي,Citrus Batikanga,سيتروس باتيكانغا,3.59,2.9,2.4,2019,750,عطر سيتروس باتيكانغا,Citrus Batikanga
3103,ATELIER DES ORS,اتيليه دي اورس,Villa Primerose,ديس فيلا بريمروز,3.58,2.9,2.4,2024,240,عطر ديس فيلا بريمروز,Villa Primerose
3104,Acqua Di Parma,اكوا دي بارما,di Blu Mediterraneo Bergamotto di Calabria di unisex,بلو ميديتيرانيو برجاموتو كالابريا,4.13,2.2,2,2010,14,عطر بلو ميديتيرانيو برجاموتو كالابريا,di Blu Mediterraneo Bergamotto di Calabria di unisex
3105,Chopard,شوبارد,Happy Lemon Dulci,هابي ليمون دولتشي,3.83,2.5,2.3,2018,200,عطر هابي ليمون دولتشي,Happy Lemon Dulci
3106,Essential,ايسينشيال بيرفيوم,Mon Vetiver Parfums,مون فيتيفر,3.73,2.8,2.2,2018,400,عطر مون فيتيفر,Mon Vetiver Parfums
3107,House of Oud,هاوس اوف عود,Eau,وابيسابي من ذا,3.38,3.1,2.6,2023,660,عطر وابيسابي من ذا,Eau
3108,Calvin Klein,كالفن كلاين,CK One,كالفين سي كيه ون,3.82,2.6,2.2,1994,185,عطر كالفين سي كيه ون,CK One
3109,Demeter,ديمتير,Fresh Brewed Coffee Fragrance,ديميتر القهوة الطازجة,4.22,1.9,2.1,2013,60,عطر ديميتر القهوة الطازجة,Fresh Brewed Coffee Fragrance
3110,Jo Malone,جو مالون,Wild Bluebell Jo London,وايلد بلوبيل,3.97,2.4,2.1,2011,600,عطر وايلد بلوبيل,Wild Bluebell Jo London
3111,Calvin Klein,كالفن كلاين,CK One Red Edition,كالفين سي كيه ون ريد إيديشن,3.66,2.6,2.5,2014,195,عطر كالفين سي كيه ون ريد إيديشن,CK One Red Edition
3112,Tous,توس,Love Me,لوف مي,3.7,2.7,2.3,2020,270,عطر لوف مي,Love Me
3113,Juliette HAG,جولييت,Not A Has A Gun,هاز اجن نوت اي بيرفيوم,3.75,2.9,2,2010,11,عطر هاز اجن نوت اي بيرفيوم,Not A Has A Gun
3114,CnR Create,سي ان ار كريات,Scorpio,سكوربيو الرجالي,3.85,3.5,1.2,2008,425,عطر سكوربيو الرجالي,Scorpio
3115,Imaginaires,ليكويد اماجينيرز,Tumultu Les Liquides,تومولتو,3.55,2.8,2.5,,550,عطر تومولتو,Tumultu Les Liquides
3116,Valentino,فالنتينو,Valentina Acqua Floreale,فالنتينا اكوا فلوريل,3.3,3,2.8,2013,310,عطر فالنتينا اكوا فلوريل,Valentina Acqua Floreale
3117,Issey Miyake,ايسي مياكي,L'Eau d' pour Homme Solar Lavender,سولر لافندر,3.79,2.7,2.1,2024,300,عطر سولر لافندر,L'Eau d' pour Homme Solar Lavender
